body_subsite	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque
OTU9738135	0	0	1	4	5	0	2	5	10	1	1	1	16	0	10	0	3	0	0	0	3	11	0	0	24	7	14	1	17	15	32	11	9	7	11	6	1	0	2	1	0	0	0	0	3	1	7	2	1	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	2	8	4	0	0	0	6	0	0	2	0	0	5	0	1	0	1	0	8	0	0	0	0	0	22	9	2	1	24	5	0	0	0	1	2	0	0	1	0	0	0	0	11	0	3	0	1	0	0	0	13	2	0	0	1	1	1	1	3	2	2	2	13	0	0	0	14	5	0	0	0	0	4	0	0	0	3	3	37	1	0	0	13	0	1	1	5	1	4	2	0	1	0	0	0	13	14	0	2	7	0	0	2	1	14	2	2	0	0	0	7	6	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	50	2	0	0	3	0	0	0	0	0	0	0
OTU9738169	12	22	3	10	0	5	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	1	4	0	0	4	1	1	13	6	0	0	8	6	0	1	4	2	0	0	0	4	0	0	0	0	5	7	5	10	8	25	91	14	19	521	0	5	0	2	0	12	7	25	19	26	0	0	1	3	0	3	0	1	0	0	0	0	20	109	0	1	1	2	0	1	0	17	0	1	56	7	0	0	3	46	0	0	1	8	1	3	13	23	9	3	0	0	0	0	4	5	4	4	2	11	2	0	0	4	42	113	82	120	1	9	2	5	7	1	0	0	5	0	14	32	1	0	0	0	0	0	8	3	1	0	18	11	0	0	0	4	0	2	2	0	0	2	0	1	6	2	3	1	0	0	1	0	1	0	0	0	5	2	5	4	1	1	0	1	2	3	1	0	11	13	0	0	3	1	0	0	1	0	1	4	19	1	4	10	0	0	5	2	12	7	9	5	0	0	0	0	1	2	1	3	0	1	3	0	2	2	0	0	0	1	3	19	0	3
OTU9738219	0	0	0	0	2	1	2	2	2	0	3	1	0	0	5	1	0	0	0	0	3	1	4	6	18	8	0	0	1	3	3	3	5	4	1	1	0	0	1	0	9	0	2	0	1	1	8	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	6	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	5	1	5	0	1	0	6	1	2	2	0	0	0	0	3	0	0	0	8	0	2	0	18	2	2	0	1	0	0	0	0	0	5	1	7	0	59	13	0	0	9	1	5	0	2	2	2	6	0	2	2	0	0	6	0	0	2	5	0	0	19	3	2	12	9	0	0	2	1	0	1	0	3	0	5	2	0	0	1	1	4	2	6	0	0	0	0	0	3	0	2	1	3	0	3	0	0	0	7	0	4	1	0	0	0	2	0	0	4	2	0	0	0	0	0	0
OTU9738220	0	0	6	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	3	6	0	0	5	11	0	0	1	3	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	4	0	0	3	1	2	2	0	0	0	0	1	0	0	0	0	0	0	2	3	1	7	9	0	0	0	1	16	4	0	0	0	4	13	23	0	0	0	0	0	0	0	0	0	0	6	13	2	1	3	6	6	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	11	7	7	9	0	0	63	49	0	0	1	0	0	0	0	0	0	2	1	8	0	0	1	1	7	5	0	3	0	0	0	1	0	9	3	0	0	0	11	25	0	0	0	0	0	0
OTU9738230	0	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0	0	4	0	0	7	1	0	0	0	0	0	0	4	8	0	0	18	1	0	0	1	11	0	5	9	34	6	52	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	10	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	4	2	0	0	1	0	0	0	0	1	0	0	1	2	0	0	2	12	0	0	15	4	2	5	1	0	0	0	2	0	8	21	0	6	6	9	0	0	0	1	3	6	0	0	120	30	3	13	4	3	6	1	0	0	6	5	0	1	35	62	0	3	5	5	0	0	3	0	8	2	0	0	1	0	0	0	8	1	0	0	0	3	5	0	0	1	0	0	0	2	3	7	0	0	2	3	23	13	0	7	0	0	1	10	0	0	0	0	0	0	0	0	0	0
OTU9738234	4	0	7	1	0	0	14	1	0	0	1	0	5	0	114	4	2	1	0	0	16	51	20	13	127	25	26	4	90	67	88	22	66	50	41	15	5	2	1	1	148	0	8	0	7	5	169	160	39	55	47	81	0	0	0	0	1	0	2	0	21	4	2	6	2	0	9	3	6	1	6	0	2	3	0	0	20	2	30	0	0	69	3	0	4	1	1	0	3	1	19	2	19	0	0	0	3	4	123	7	0	0	7	0	3	4	1	0	0	0	5	0	60	9	3	0	96	5	1	0	7	2	4	3	7	2	8	2	15	10	1	0	1	2	19	2	120	10	36	39	28	20	24	6	2	0	7	4	139	22	71	18	0	0	197	4	15	13	11	18	17	15	97	59	83	11	34	69	1	4	168	39	0	0	412	10	16	20	26	7	1	0	6	10	3	5	530	6	83	16	11	2	5	129	71	8	9	23	9	0	57	2	23	13	2	5	39	0	10	2	17	16	45	18	17	3	17	1	1	2	0	0	47	15	0	2	0	0	2	0
OTU9738313	0	0	2	2	0	0	0	0	1	0	0	0	0	0	3	2	9	10	2	6	6	8	28	11	2	0	0	1	0	0	0	2	1	2	0	0	0	0	1	0	0	1	3	6	0	5	3	10	1	2	0	0	0	0	8	84	0	0	1	5	2	1	1	0	15	17	0	4	0	0	0	0	0	16	3	15	0	3	4	1	0	1	0	1	1	3	0	3	0	2	8	3	1	0	0	2	0	0	1	7	5	1	2	2	0	1	5	2	0	0	0	0	9	5	2	2	5	1	0	1	1	5	3	0	2	4	1	3	0	1	0	0	4	2	1	4	1	0	0	0	1	0	1	3	0	0	2	1	0	0	0	5	0	0	0	3	1	6	0	0	0	2	1	0	0	0	0	1	0	3	0	1	0	0	4	5	0	0	0	1	0	1	0	0	1	4	0	0	2	1	0	0	0	0	0	1	0	1	0	0	5	1	1	5	1	2	1	1	1	0	1	0	0	1	0	0	0	1	2	0	1	0	0	11	0	1	0	1	3	0
OTU9738338	0	0	0	0	9	0	5	7	0	0	8	1	0	0	4	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	8	3	4	6	2	0	3	0	5	5	8	0	0	0	8	0	0	0	1	0	7	1	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	1	0	0	0	0	9	0	0	2	4	6	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	9	1	0	0	0	0	0	0	0	0	0	5	0	0	4	7	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	6	0	0	0	0	0	0	2	0	0	3	0	0	0	5	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	5	0	0	0	0	0	0
OTU9738344	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	1	1	0	0	0	0	0	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	1	1	0	0	0	1	0	1	0	0	3	13	2	1	0	0	0	4	0	0	0	2	2	3	2	9	1	2	2	4	0	0	0	0	3	8	0	0	13	4	0	3	0	0	0	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	3	0	0	0	0	2	2	0	2	0	0	4	5	0	0	0	0	0	0	0	0	0	1
OTU9738354	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	14	4	0	0	0	0	0	0	0	0	0	1	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	1	4	0	0	0	0	0	10	0	0	1	1	5	4	1	0	0	1	0	0	1	0	5	0	1	0	1	4	2	0	0	0	0	0	1	0	5	0	10	77	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	6	0	0	0	1	1	0	1	0	1	0	0	0	9	0	0	0	1	0	0	0	1	0	1	2	0	3	0	0	2	0	0	0	7	6	0	0	0	0	0	0
OTU9738367	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	2	7	0	1	0	4	3	2	3	2	2	0	0	0	0	0	0	11	0	2	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	1	11	4	2	3	1	0	2	21	3	1	4	2	2	4	0	1	0	0	0	0	0	0	4	0	0	0	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	5	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0
OTU9738443	0	1	0	0	0	0	32	38	0	0	0	0	0	0	0	0	4	5	0	0	0	4	1	0	0	0	3	0	3	3	0	0	4	4	7	8	2	0	0	0	2	0	0	0	0	0	0	72	50	105	2	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	5	0	0	1	0	0	6	0	0	47	18	0	0	0	1	0	0	0	0	23	3	0	0	8	4	0	0	3	0	0	0	1	0	0	0	0	0	0	0	40	116	10	12	2	0	24	18	173	193	8	24	0	0	12	34	0	1	0	0	36	12	10	0	5	16	0	0	4	6	11	0	0	0	6	26	7	6	0	0	1	1	0	2	18	26	47	249	0	8	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	5	5	0	1	1	1	47	24	0	0	1	3	2	0	0	1	1	0	0	0	27	0	0	0	0	0	0	0	3	6	11	8	5	5	0	0	0	0	0	2	13	40	0	0	0	0	0	0
OTU9738446	0	0	0	0	13	6	0	0	1	0	3	4	0	1	0	0	2	0	3	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	2	20	3	1	0	7	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	11	3	1	0	0	1	0	0	0	3	0	2	2	0	0	0	0	0	0	5	4	7	4	5	14	0	0	0	0	0	0	0	0	0	0	2	0	4	25	0	1	0	0	2	0	0	0	5	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU973849	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	3	0	0	0	0	6	9	1	1	0	0	0	0	0	2	0	1	1	0	0	0	1	0	1	1	0	0	4	1	0	1	1	3	0	0	0	1	0	0	0	0	1	0	0	2	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	5	9	0	0	0	0	0	0	0	0	1	2	4	2	0	1	0	0	0	0	0	0	0	0
OTU9738496	1	0	0	0	0	0	2	0	2	0	0	1	0	1	9	1	0	0	0	0	2	1	4	4	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	8	0	1	0	0	0	1	3	2	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	2	0	0	2	2	1	0	0	1	0	0	1	3	0	0	0	0	1	0	0	0	0	2	0	1	1	5	0	0	0	1	0	1	1	1	0	0	15	14	7	4	0	0	1	0	1	1	1	3	1	4	0	0	1	0	0	0	0	0	0	0	1	0	3	7	0	1	1	0	2	3	0	0	12	18	0	1	6	22	0	0	2	4	1	10	0	0	2	2	0	1	0	0	3	1	0	0	0	0	8	5	0	0	0	0	0	0	0	0	1	2	0	1	0	2	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	1	1	2	5	2	2	3	0	0	0	0	0	1	0	2	1	3	0	0	0	0	0	2	1	0	6	0
OTU9738506	0	0	0	0	0	0	0	0	4	0	0	3	0	0	7	0	0	0	1	7	0	3	0	0	0	0	75	27	0	1	29	14	1	2	2	1	0	1	0	4	4	2	1	0	3	6	0	0	4	2	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	4	0	0	2	0	0	15	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	2	1	0	0	0	4	0	0	0	0	0	0	1	2	2	0	6	17	0	0	5	0	0	0	10	31	0	0	1	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4	0	0	1	0	0	8	5	0	0	0	2	0	0	0	2	0	1	3	5	0	0	0	13	17	77	0	0	0	0	0	0	1	0	0	0	0	0	1	22	2	1	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	1	0	2	0	0	0	1	2	0	0	0	0	0	0
OTU9738521	0	0	0	0	2	0	2	0	2	0	3	2	1	1	5	1	0	0	0	0	1	1	3	0	16	1	5	7	3	11	13	3	12	6	3	0	2	1	0	0	20	0	3	0	4	0	1	1	2	1	2	3	0	0	0	0	0	0	0	0	25	1	0	1	3	0	4	34	9	1	6	1	2	10	1	0	0	0	0	0	0	2	3	0	1	0	1	0	2	0	4	1	3	0	0	0	0	0	7	2	0	0	6	0	0	0	1	0	0	0	0	0	1	0	13	1	2	0	2	1	0	0	1	1	0	0	0	0	0	0	4	0	0	0	2	0	1	0	8	4	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0
OTU9738536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	4	0	0	0	0	0	0	3	2	0	0	0	4	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	15	0	1	1	0	1	0	0	0	0	0	0	0	1	7	0	0	4	5	0	0	0	0	1	2	0	0	0	1	1	11	2	0	4	0	0	0	9	3	0	0	2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	2	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0
OTU9738550	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	11	9	3	2	0	0	3	0	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	6	4	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	2	4	0	0	0	0	0	0	32	2	0	0	0	0	0	0	1	0	4	3	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	14	0	1	1	8	15	0	0	34	56	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	11	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	36	38	0	0	3	4	0	2	0	0	0	0	0	0	1	15	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	1	0	0	4	0	0	0	0	78	4	0	0	0	0	0	0	0	0	0	0
OTU9738568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	0	0	2	2	1	1	3	1	1	0	0	0	1	1	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	18	3	0	0	6	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	18	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	2	0	0	23	95	0	0	1	0	0	1	0	0	0	0	0	0	22	35	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	44	18	5	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU9738628	0	0	0	1	1	3	0	1	3	1	0	2	0	1	0	0	0	0	0	0	1	3	8	0	0	0	1	0	2	3	1	2	5	2	0	1	0	0	3	0	4	5	0	1	0	0	0	8	1	0	0	2	0	2	6	55	1	0	2	20	1	3	0	8	11	16	0	3	0	0	0	0	0	23	5	53	0	1	1	0	0	1	0	0	0	1	2	1	2	1	10	2	0	0	0	2	0	0	2	4	7	10	2	7	3	16	7	1	0	0	1	0	58	42	0	1	1	11	1	4	1	1	1	0	0	1	0	3	0	1	0	1	27	16	1	0	1	3	0	0	11	13	0	2	0	0	3	12	0	1	3	0	0	0	0	0	0	0	2	5	2	1	0	0	0	0	8	3	0	3	1	0	2	0	0	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	1	4	2	0	0	6	8	9	15	0	0	17	8	1	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	2	0
OTU9738634	1	0	0	0	0	0	2	1	36	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	7	22	0	3	0	0	0	0	1	7	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	1	1	0	4	2	0	0	10	0	0	1	2	8	0	0	13	8	0	0	0	0	0	0	0	1	0	0	6	14	0	1	0	0	1	2	2	1	2	1	0	0	0	0	0	1	1	0	1	0	0	2	0	0	1	1	1	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	6	2	0	6	0	0	0	0	2	2	0	0	0	8	2	0	0	0	5	0	0	1	2	0	0	0	4	0	0	0	0	0	0
OTU9738637	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	4	0	0	0	0	6	6	2	0	0	0	0	0	0	1	1	1	0	0	0	3	2	0	2	0	0	0	1	2	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	1	1	3	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	6	8	15	5	0	0	0	1	0	0	0	0	0	0
OTU9738639	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	9	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	2	1	0	6	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	8	0	1	0	0	0	1	1	0	0	11	6	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	1	0	0	10	1	2	0	0	0	1	0	4	6	0	0	0	0	0	0	0	1	9	0	0	0	3	1	3	0	0	0	3	0	2	1	1	0	0	0	0	0	3	1	2	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
OTU9738692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	7	1	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	13	3	1	0	0	0	1	21	8	1	3	0	5	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	9	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1
